Date,Ticker,Sector,Rank,Final_Score,ML_Score,Momentum_Score,Return_20,Return_60,RSI,Volatility,Volume_change,Signal_Summary
2024-03-28,JPM,Finance,1,0.0620190147670528,0.009345296694106,0.2060271932533328,0.0765344817801561,0.1639934967481524,72.05990943921978,0.0097483624959666,-0.0111737605720965,Final Score=0.062; ML Score=0.009; Momentum Score=0.206; 20D Return=0.077; 60D Return=0.164; RSI=72.06; Volatility=0.01
2024-03-28,MS,Finance,2,-0.0414633587988669,0.0180774902355823,0.0873001676000326,0.0943747403554089,0.0027689257934548,74.35021001704872,0.018395179332258,0.0489795918367346,Final Score=-0.041; ML Score=0.018; Momentum Score=0.087; 20D Return=0.094; 60D Return=0.003; RSI=74.35; Volatility=0.018
2024-03-28,V,Finance,3,-0.0532276688999792,0.0179195267510566,0.0834266890262808,-0.0125956265626437,0.0780700422462221,48.314567010132535,0.0085872766209112,0.1259367715337045,Final Score=-0.053; ML Score=0.018; Momentum Score=0.083; 20D Return=-0.013; 60D Return=0.078; RSI=48.315; Volatility=0.009
2024-04-30,GS,Finance,1,-0.0064581375955967,0.0090918618616613,0.150163548944679,0.0403754670365135,0.100165027511929,67.47941208030184,0.0155851952648073,-0.2540154912352221,Final Score=-0.006; ML Score=0.009; Momentum Score=0.15; 20D Return=0.04; 60D Return=0.1; RSI=67.479; Volatility=0.016
2024-04-30,BAC,Finance,2,-0.0554859557819804,0.0096863767494413,0.132094385264282,-0.0077748236316103,0.1057662674550601,52.452294197346646,0.0169773516892475,0.1454302010681272,Final Score=-0.055; ML Score=0.01; Momentum Score=0.132; 20D Return=-0.008; 60D Return=0.106; RSI=52.452; Volatility=0.017
2024-04-30,JPM,Finance,3,-0.0858627993895263,0.006785039159722,0.1375079626815011,-0.0358040586107535,0.0973502557176797,43.93496930627872,0.0178285032969263,0.5133635250009281,Final Score=-0.086; ML Score=0.007; Momentum Score=0.138; 20D Return=-0.036; 60D Return=0.097; RSI=43.935; Volatility=0.018
2024-05-31,GS,Finance,1,-0.0748022545679006,0.011644924375132,0.175743414528825,0.0553667181818784,0.1718560988544843,51.41500239315711,0.0110217049105189,0.2357377049180327,Final Score=-0.075; ML Score=0.012; Momentum Score=0.176; 20D Return=0.055; 60D Return=0.172; RSI=51.415; Volatility=0.011
2024-05-31,MS,Finance,2,-0.1138450452363978,0.0165439186048659,0.1284081721309773,0.0560172123749189,0.1421899621184457,47.83035931946296,0.0102941493944143,0.5730522335561028,Final Score=-0.114; ML Score=0.017; Momentum Score=0.128; 20D Return=0.056; 60D Return=0.142; RSI=47.83; Volatility=0.01
2024-05-31,BAC,Finance,3,-0.1672004113856989,0.0077270050196874,0.1652195321557877,0.0843275629143169,0.1290232565152491,62.26114127364593,0.012635692291233,0.1411929216244256,Final Score=-0.167; ML Score=0.008; Momentum Score=0.165; 20D Return=0.084; 60D Return=0.129; RSI=62.261; Volatility=0.013
2024-06-28,GS,Finance,1,-0.1636628686617637,0.0143628007163259,0.08907732727715,0.0046420635828163,0.0925604041647796,48.18602416354573,0.0129377263621206,0.354295993227991,Final Score=-0.164; ML Score=0.014; Momentum Score=0.089; 20D Return=0.005; 60D Return=0.093; RSI=48.186; Volatility=0.013
2024-06-28,BAC,Finance,2,-0.1910078324071009,0.0140636361566338,0.0799196438041948,0.0295107263299918,0.0622329571719724,49.90404673118221,0.0126863942996042,0.765810712661467,Final Score=-0.191; ML Score=0.014; Momentum Score=0.08; 20D Return=0.03; 60D Return=0.062; RSI=49.904; Volatility=0.013
2024-06-28,JPM,Finance,3,-0.2071222710636443,0.0138998002176138,0.074415492732843,0.0146992055830341,0.0199696994157108,54.311304258675975,0.0119037393874973,0.9343653250773992,Final Score=-0.207; ML Score=0.014; Momentum Score=0.074; 20D Return=0.015; 60D Return=0.02; RSI=54.311; Volatility=0.012
2024-07-31,GS,Finance,1,0.3596670876518051,0.0122412218143198,0.1848081873631625,0.0932540426403221,0.1616915589204892,66.64804922642149,0.0140596472717573,0.0062062440870387,Final Score=0.36; ML Score=0.012; Momentum Score=0.185; 20D Return=0.093; 60D Return=0.162; RSI=66.648; Volatility=0.014
2024-07-31,JPM,Finance,2,0.1075038099591166,0.0133345279273542,0.1164869731050918,0.0190106842211057,0.1170017804190428,57.51616557181236,0.0140198636652209,0.0249584778605083,Final Score=0.108; ML Score=0.013; Momentum Score=0.116; 20D Return=0.019; 60D Return=0.117; RSI=57.516; Volatility=0.014
2024-07-31,MS,Finance,3,0.0952985083708328,0.0140747123760137,0.1096697327949293,0.035725012584864,0.1021999119735379,45.79164449473824,0.0128496058901491,-0.125435707975263,Final Score=0.095; ML Score=0.014; Momentum Score=0.11; 20D Return=0.036; 60D Return=0.102; RSI=45.792; Volatility=0.013
