Date,Strategy_Drawdown,SPY_Drawdown
2024-01-12,-0.007874599029656926,-2.105009725816842e-05
2024-01-16,-0.01846856107289907,-0.0036921870590581607
2024-01-17,-0.02326004861011577,-0.009230401866091142
2024-01-18,-0.018020466727276307,-0.0004196863140818463
2024-01-19,-0.006893735348091012,0.0
2024-01-22,-0.0026245048611104327,0.0
2024-01-23,0.0,0.0
2024-01-24,0.0,0.0
2024-01-25,0.0,0.0
2024-01-26,-0.0005666356782786375,-0.0012703468494742465
2024-01-29,0.0,0.0
2024-01-30,0.0,-0.0007733556633717775
2024-01-31,-0.017272503199241118,-0.017077973029444693
2024-02-01,-0.006547395994020544,-0.004213371355164086
2024-02-02,0.0,0.0
2024-02-05,-0.003458711526403091,-0.0036412905411127294
2024-02-06,-0.00269869811542367,-0.0007486196492678676
2024-02-07,0.0,0.0
2024-02-08,-0.00400993773349978,0.0
2024-02-09,-0.0003332758904306399,0.0
2024-02-12,0.0,-0.0004389536860690546
2024-02-13,-0.014057516288375593,-0.014206120413329582
2024-02-14,-0.004475280524486314,-0.005247360975528137
2024-02-15,0.0,0.0
2024-02-16,-0.0019470363940146118,-0.004979981941740763
2024-02-20,-0.01076124305598214,-0.010457987063140495
2024-02-21,-0.012714506474030052,-0.0095615703252393
2024-02-22,0.0,0.0
2024-02-23,0.0,0.0
2024-02-26,-0.0031648880077068675,-0.003662368114860315
2024-02-27,-0.0006926965519686856,-0.0018115490124066547
2024-02-28,-0.0010539917022031053,-0.0031307400090346826
2024-02-29,0.0,0.0
2024-03-01,0.0,0.0
2024-03-04,-0.006399618799400542,-0.0010724558247864335
2024-03-05,-0.010580957747486353,-0.011055894514370168
2024-03-06,-0.0003953629589635854,-0.006044639842553212
2024-03-07,0.0,0.0
2024-03-08,-0.0054913120789770176,-0.006002256617515078
2024-03-11,-0.004021654900482008,-0.006856954765076195
2024-03-12,0.0,0.0
2024-03-13,-0.0013786779856971298,-0.001567566839426271
2024-03-14,-0.007270865076575483,-0.0035412544830749626
2024-03-15,-0.010753060878951448,-0.01038359818056922
2024-03-18,-0.006855572589578474,-0.00450215827146061
2024-03-19,0.0,0.0
2024-03-20,0.0,0.0
2024-03-21,0.0,0.0
2024-03-22,-0.002021785312716795,-0.0018959102131979044
2024-03-25,-0.004854006491035956,-0.004653603238090942
2024-03-26,-0.0064997483980510085,-0.006491805849838883
2024-03-27,0.0,0.0
2024-03-28,-0.00027638614234937187,-0.00019126510604450253
2024-04-01,-0.0033181362699676864,-0.0019305168107448534
2024-04-02,-0.006613006798993237,-0.008276383515636643
2024-04-03,-0.006898746970479874,-0.007187170264125631
2024-04-04,-0.023490664436604414,-0.01930534736246836
2024-04-05,-0.011544126175764613,-0.00906020596521262
2024-04-08,-0.012315107879962928,-0.008505829940882226
2024-04-09,-0.013533815168599528,-0.007358956324693522
2024-04-10,-0.021739147549586613,-0.017298467913321458
2024-04-11,-0.023677723109375437,-0.009882030478969739
2024-04-12,-0.043557124198629116,-0.023548731941027357
2024-04-15,-0.047454516877420194,-0.03578187125868593
2024-04-16,-0.04913174198531867,-0.03754036300217001
2024-04-17,-0.048973537340195494,-0.043236490012238726
2024-04-18,-0.0467853591309384,-0.045205247893857936
2024-04-19,-0.05437723059495514,-0.05353899301580611
2024-04-22,-0.038689536033920446,-0.04482289693678865
2024-04-23,-0.022906407143046148,-0.03348818377798235
2024-04-24,-0.026679299378115195,-0.0339468973734538
2024-04-25,-0.03604950767754678,-0.03761696464726527
2024-04-26,-0.030347312788056025,-0.028499337324067953
2024-04-29,-0.035059076445354664,-0.025058835978848726
2024-04-30,-0.04574491715826978,-0.04050308996815433
2024-05-01,-0.04560376355566431,-0.04361866171428874
2024-05-02,-0.0383677461932217,-0.03467329846504519
2024-05-03,-0.026427376724383222,-0.022707786891833392
2024-05-06,-0.013907163340987405,-0.012615430523054916
2024-05-07,-0.01081986037196192,-0.011525799009831417
2024-05-08,-0.010532459874860178,-0.01143043533933863
2024-05-09,-0.003615143257491682,-0.005734308329270021
2024-05-10,-0.0012033859620571574,-0.004453471461674963
2024-05-13,-0.003175638826388716,-0.004319926471981317
2024-05-14,0.0,0.0
2024-05-15,0.0,0.0
2024-05-16,-0.0021385107593440145,-0.0020575449352591146
2024-05-17,0.0,-0.0006229870784761893
2024-05-20,-0.0043289690117860324,0.0
2024-05-21,0.0,0.0
2024-05-22,-0.004852535410780456,-0.002879057466076418
2024-05-23,-0.00414573084964609,-0.010162417481099362
2024-05-24,0.0,-0.0036131471113766134
2024-05-28,0.0,-0.0029167091228317066
2024-05-29,-0.0056184371737402206,-0.009898855883812785
2024-05-30,-0.017673150262828452,-0.016467069743340446
2024-05-31,-0.007190332097292029,-0.007509034632699807
2024-06-03,0.0,-0.006699524012461766
2024-06-04,0.0,-0.005589270783890932
2024-06-05,0.0,0.0
2024-06-06,0.0,-1.8475417871810507e-05
2024-06-07,0.0,-0.0012341111406299898
2024-06-10,0.0,0.0
2024-06-11,-0.006776454549815458,0.0
2024-06-12,-0.0014128128843472476,0.0
2024-06-13,-0.0007909962603064313,0.0
2024-06-14,0.0,0.0
2024-06-17,0.0,0.0
2024-06-18,0.0,0.0
2024-06-20,0.0,-0.0027164171516705915
2024-06-21,-0.007470360763180639,-0.00405348119384652
2024-06-24,-0.00466581682539513,-0.007291159544568382
2024-06-25,0.0,-0.003468273453647641
2024-06-26,-0.002458733779808542,-0.0022244505356403543
2024-06-27,-0.006460708156872608,-0.0006514340154334386
2024-06-28,-0.010168076386163905,-0.004584089302655525
2024-07-01,0.0,-0.0025354062651423703
2024-07-02,0.0,0.0
2024-07-03,0.0,0.0
2024-07-05,0.0,0.0
2024-07-08,-0.0002703912353583249,0.0
2024-07-09,0.0,0.0
2024-07-10,0.0,0.0
2024-07-11,-0.016373331730695107,-0.00862261246117102
2024-07-12,-0.01773229164998702,-0.0023694559344145105
2024-07-15,-0.008574101079252272,0.0
2024-07-16,-0.0032723354253387793,0.0
2024-07-17,-0.017972536148341267,-0.01402117447015827
2024-07-18,-0.028628008805789862,-0.02159834791383075
2024-07-19,-0.03609948621905956,-0.02809552673265281
2024-07-22,-0.025609849919835503,-0.018075264007880176
2024-07-23,-0.0239155613339902,-0.019615434092966844
2024-07-24,-0.05500986512987982,-0.04183338051667196
2024-07-25,-0.06276535477665202,-0.04682569400880454
2024-07-26,-0.05233009571745906,-0.03615052801576013
2024-07-29,-0.05558912744055389,-0.03558399697085168
2024-07-30,-0.056345854598682465,-0.04047028586042223
2024-07-31,-0.043013521993899406,-0.02487352621940997
2024-08-01,-0.05650924801891721,-0.038682099847593854
2024-08-02,-0.07750708620193059,-0.05658028842663687
2024-08-05,-0.1096817250966613,-0.0840562166494152
2024-08-06,-0.10239158632783252,-0.0756117597502367
2024-08-07,-0.10577329223300147,-0.08179014763346715
2024-08-08,-0.08727059709049645,-0.060563547792824024
2024-08-09,-0.08550587901257012,-0.05642108603173879
2024-08-12,-0.08199632425442682,-0.05592527483099541
2024-08-13,-0.06560946709526572,-0.04039945568888792
2024-08-14,-0.05836479101679959,-0.037372072656310706
2024-08-15,-0.05078443749758621,-0.02087250414665487
2024-08-16,-0.045752063662287346,-0.018677320465926406
2024-08-19,-0.034334687175035405,-0.009294308630226955
2024-08-20,-0.04065020561580268,-0.010905308886848375
2024-08-21,-0.04039734314992882,-0.007506343272138505
2024-08-22,-0.044480713781642534,-0.015295786575675319
2024-08-23,-0.03062429346591211,-0.004833111097235276
2024-08-26,-0.031024639500149997,-0.00720525987943077
2024-08-27,-0.031673430254135604,-0.005842275550550946
2024-08-28,-0.035194434551659715,-0.011613500274826327
2024-08-29,-0.03768760488284806,-0.011525017724092645
2024-08-30,-0.03081735253065998,-0.0020890487507969624
2024-09-03,-0.056160365019882086,-0.02262494409160598
2024-09-04,-0.05860000447301872,-0.024625620619038724
2024-09-05,-0.060305674547241006,-0.026997879728604124
2024-09-06,-0.0785517866116161,-0.0433736609291292
2024-09-09,-0.07067943855025105,-0.03266285919557743
2024-09-10,-0.07835571042708789,-0.028449567262957443
2024-09-11,-0.07107073909624118,-0.018482482330520744
2024-09-12,-0.0677379735542134,-0.01021476987806913
2024-09-13,-0.06351208893724647,-0.0050454912844695166
2024-09-16,-0.060293440087439976,-0.003576041043547473
2024-09-17,-0.061393007601662886,-0.003168933048277367
2024-09-18,-0.06202102733302073,-0.0061252652545799036
2024-09-19,-0.04544665450436125,0.0
2024-09-20,-0.04735095733121619,-0.0017285268709690271
2024-09-23,-0.051194425272344746,0.0
2024-09-24,-0.04792303761751182,0.0
2024-09-25,-0.05049433597328601,-0.0022055614600836604
2024-09-26,-0.04647992750213037,0.0
2024-09-27,-0.044675462729777404,-0.0014502546060429777
2024-09-30,-0.03936714756646564,0.0
2024-10-01,-0.04780135714193401,-0.0089585409225309
2024-10-02,-0.04674461563871868,-0.008540023774805894
2024-10-03,-0.04456485121709153,-0.010352803999919336
2024-10-04,-0.03587308059129801,-0.0013593956720671097
2024-10-07,-0.043915415930463,-0.010387671405240884
2024-10-08,-0.03521260684972349,-0.001028371889248203
2024-10-09,-0.028889400068134896,0.0
2024-10-10,-0.029218358804142253,-0.001749953629888945
2024-10-11,-0.022918944981757283,0.0
2024-10-14,-0.012318614957531504,0.0
2024-10-15,-0.02486720172414525,-0.007769734145458451
2024-10-16,-0.015276776058249952,-0.003457113829890557
2024-10-17,-0.017401342316286428,-0.003371414323619759
2024-10-18,-0.0124697626372553,0.0
2024-10-21,-0.013974254933729835,-0.0016422048779181075
2024-10-22,-0.009042558748945995,-0.0021725312007766506
2024-10-23,-0.01932887000406669,-0.011289999118956673
2024-10-24,-0.017021009691057576,-0.009151583098468197
2024-10-25,-0.01866329796412225,-0.009493903957371486
2024-10-28,-0.01167809106382256,-0.006431721123598799
2024-10-29,-0.006783111768711159,-0.004823737703788966
2024-10-30,-0.001299558137518364,-0.007834588350399185
