Date,Ticker,Sector,Rank,Final_Score,ML_Score,Momentum_Score,Return_20,Return_60,RSI,Volatility,Volume_change,Signal_Summary
2020-01-31,ABBV,Healthcare,1,0.8429364657293923,0.0198993934119186,0.0517061877547052,-0.0952541163372295,-0.0237378150549772,13.848925675856464,0.0097657678155787,0.275998160073597,Final Score=0.843; ML Score=0.02; Momentum Score=0.052; 20D Return=-0.095; 60D Return=-0.024; RSI=13.849; Volatility=0.01
2020-09-30,ABBV,Healthcare,1,-0.181983289017142,0.032230204530649,-0.0104111068731857,-0.0504119864871045,-0.1183694244272559,39.35947767022889,0.0123610722320888,0.4901886038955145,Final Score=-0.182; ML Score=0.032; Momentum Score=-0.01; 20D Return=-0.05; 60D Return=-0.118; RSI=39.359; Volatility=0.012
2020-09-30,UNH,Healthcare,2,-0.3112548712942815,0.0127943901707384,0.0878201001783041,-0.0033884141677348,0.0509691401593745,56.84813239112464,0.0172648648234814,0.9453220602959173,Final Score=-0.311; ML Score=0.013; Momentum Score=0.088; 20D Return=-0.003; 60D Return=0.051; RSI=56.848; Volatility=0.017
2020-09-30,PFE,Healthcare,3,-0.4455688503853219,0.0133325016414953,0.0384341379199175,-0.0048807567533269,0.0784600624784372,61.5894080880754,0.0117620773699072,0.6746930673256322,Final Score=-0.446; ML Score=0.013; Momentum Score=0.038; 20D Return=-0.005; 60D Return=0.078; RSI=61.589; Volatility=0.012
2020-10-30,JNJ,Healthcare,1,-0.2147172934687942,0.0264323247525616,-0.0659677168346325,-0.0624316502999535,-0.0707556911248865,12.480945966219252,0.0129875007317856,0.0220251478058122,Final Score=-0.215; ML Score=0.026; Momentum Score=-0.066; 20D Return=-0.062; 60D Return=-0.071; RSI=12.481; Volatility=0.013
2020-10-30,MRK,Healthcare,2,-0.2716364990414576,0.0197616905767397,-0.053111700587861,-0.0691831647774574,-0.0720542679172102,26.397732202952596,0.0105094962809122,0.1913655439855448,Final Score=-0.272; ML Score=0.02; Momentum Score=-0.053; 20D Return=-0.069; 60D Return=-0.072; RSI=26.398; Volatility=0.011
2020-10-30,ABBV,Healthcare,3,-0.39504745779105,0.0153400319497543,-0.0459642833865325,-0.0118439879230196,-0.0806957032011397,40.75773714213637,0.0191432715364527,1.0378181080807058,Final Score=-0.395; ML Score=0.015; Momentum Score=-0.046; 20D Return=-0.012; 60D Return=-0.081; RSI=40.758; Volatility=0.019
2020-11-30,ABBV,Healthcare,1,0.170774756778459,0.0146206642789705,0.1205889533043709,0.2289072115889339,0.1383476510774952,81.61764593385377,0.0207771209082521,3.6905268398660263,Final Score=0.171; ML Score=0.015; Momentum Score=0.121; 20D Return=0.229; 60D Return=0.138; RSI=81.618; Volatility=0.021
2020-11-30,PFE,Healthcare,2,-0.0500534105576058,0.0154090703827294,0.110431741851329,0.1380705035178779,0.1093061325480466,57.4985689314637,0.024741189969412,1.588357004391344,Final Score=-0.05; ML Score=0.015; Momentum Score=0.11; 20D Return=0.138; 60D Return=0.109; RSI=57.499; Volatility=0.025
2020-11-30,UNH,Healthcare,3,-0.1720834771712476,0.0179165052837514,0.075279634599698,0.1022480834753833,0.0635929059637288,34.2626663788357,0.0268191409009001,2.3784806877967406,Final Score=-0.172; ML Score=0.018; Momentum Score=0.075; 20D Return=0.102; 60D Return=0.064; RSI=34.263; Volatility=0.027
2020-12-31,ABBV,Healthcare,1,0.044000018507294,0.017188210794189,0.1172191514367784,0.02057342324087,0.2475259318582874,48.71408207667491,0.0124282857926721,0.1538360483447187,Final Score=0.044; ML Score=0.017; Momentum Score=0.117; 20D Return=0.021; 60D Return=0.248; RSI=48.714; Volatility=0.012
2020-12-31,PFE,Healthcare,2,-0.2197055339223373,0.019737194586623,0.0353755446671403,-0.0977940671171687,0.0726497854705097,16.30132605369431,0.0174653877961885,0.2373140804666971,Final Score=-0.22; ML Score=0.02; Momentum Score=0.035; 20D Return=-0.098; 60D Return=0.073; RSI=16.301; Volatility=0.017
2020-12-31,UNH,Healthcare,3,-0.2268546004771224,0.0154539349851164,0.1016992311748489,0.008976853317711,0.1152169790500643,64.99861812079368,0.0086673438741811,0.055198285101822,Final Score=-0.227; ML Score=0.015; Momentum Score=0.102; 20D Return=0.009; 60D Return=0.115; RSI=64.999; Volatility=0.009
2021-01-29,JNJ,Healthcare,1,-0.2083281080184492,0.0154636961770209,0.0957776652496991,0.0453700845408278,0.1762203620389413,55.62844330699776,0.0136412199060525,1.5162000804972946,Final Score=-0.208; ML Score=0.015; Momentum Score=0.096; 20D Return=0.045; 60D Return=0.176; RSI=55.628; Volatility=0.014
2021-01-29,ABBV,Healthcare,2,-0.3533329334686891,0.0143070606773936,0.0677441754667244,-0.0265032143545391,0.1612464969624203,39.206866248029904,0.0179196568982183,0.0991411129208019,Final Score=-0.353; ML Score=0.014; Momentum Score=0.068; 20D Return=-0.027; 60D Return=0.161; RSI=39.207; Volatility=0.018
2021-01-29,UNH,Healthcare,3,-0.4983003109788881,0.0166407183893803,0.0262743015730865,-0.0330734339693675,0.0688240309153522,21.495516915960337,0.0160283433377594,0.4077042492508755,Final Score=-0.498; ML Score=0.017; Momentum Score=0.026; 20D Return=-0.033; 60D Return=0.069; RSI=21.496; Volatility=0.016
2021-02-26,PFE,Healthcare,1,0.6709371736882561,0.0250423273491116,-0.0656920908768873,-0.0660903204558404,-0.1258157014367696,24.912362420042,0.006965480962541,0.105494839506107,Final Score=0.671; ML Score=0.025; Momentum Score=-0.066; 20D Return=-0.066; 60D Return=-0.126; RSI=24.912; Volatility=0.007
