Date,Ticker,Sector,Rank,Final_Score,ML_Score,Momentum_Score,Return_20,Return_60,RSI,Volatility,Volume_change,Signal_Summary
2020-06-30,JPM,Finance,1,0.2974207640765068,0.099058814,-0.0896398001585998,-0.0492267535788862,0.1190957066434823,32.14285227717052,0.03442091260498,0.0344492072844424,Final Score=0.297; ML Score=0.099; Momentum Score=-0.09; 20D Return=-0.049; 60D Return=0.119; RSI=32.143; Volatility=0.034
2020-06-30,V,Finance,2,-0.1836168065170517,0.018631075,0.0770267136845795,-0.0162456835989542,0.2721105723055552,41.470243029738455,0.0200020108415628,0.1271382973417785,Final Score=-0.184; ML Score=0.019; Momentum Score=0.077; 20D Return=-0.016; 60D Return=0.272; RSI=41.47; Volatility=0.02
2020-06-30,BAC,Finance,3,-0.4522419066092475,0.032703374,-0.0716488830397798,-0.0438808432323754,0.1857213772256487,36.36363304506509,0.0400528949284521,-0.0687046169261135,Final Score=-0.452; ML Score=0.033; Momentum Score=-0.072; 20D Return=-0.044; 60D Return=0.186; RSI=36.364; Volatility=0.04
2020-07-31,JPM,Finance,1,0.8106092900473854,0.06865197,-0.0771785863615312,0.0429526826056727,0.0705661125896508,46.86139873463038,0.0204104734969267,-0.020209237738291,Final Score=0.811; ML Score=0.069; Momentum Score=-0.077; 20D Return=0.043; 60D Return=0.071; RSI=46.861; Volatility=0.02
2020-07-31,V,Finance,2,-0.1910218523680922,0.011174729,-0.0160280141699382,-0.0269331237378083,0.0649960577051593,51.93927539258753,0.0142566114122169,0.3506295597843687,Final Score=-0.191; ML Score=0.011; Momentum Score=-0.016; 20D Return=-0.027; 60D Return=0.065; RSI=51.939; Volatility=0.014
2020-07-31,BAC,Finance,3,-0.2916332178514687,0.01128808,-0.0480981416706985,0.0682695655962475,0.1131990485957434,56.35356923068277,0.0224226963229815,0.003236937685306,Final Score=-0.292; ML Score=0.011; Momentum Score=-0.048; 20D Return=0.068; 60D Return=0.113; RSI=56.354; Volatility=0.022
2020-08-31,GS,Finance,1,-0.1173776515663383,0.024290288,0.0528979307981249,0.0274838043247598,-0.0598843757406818,40.02577717544707,0.0126564000900085,-0.17612376264402,Final Score=-0.117; ML Score=0.024; Momentum Score=0.053; 20D Return=0.027; 60D Return=-0.06; RSI=40.026; Volatility=0.013
2020-08-31,BAC,Finance,2,-0.1822239298721039,0.023831043,0.0283982773575969,0.0300120050767989,-0.0843116608955405,38.056673752945,0.0156713165213821,0.0634824303152385,Final Score=-0.182; ML Score=0.024; Momentum Score=0.028; 20D Return=0.03; 60D Return=-0.084; RSI=38.057; Volatility=0.016
2020-08-31,JPM,Finance,3,-0.3766367679724087,0.019338084,-0.0056409597626195,0.0425598754654148,-0.0992538036711221,39.85467906872807,0.0174087972306288,0.0336345199066636,Final Score=-0.377; ML Score=0.019; Momentum Score=-0.006; 20D Return=0.043; 60D Return=-0.099; RSI=39.855; Volatility=0.017
2020-09-30,MS,Finance,1,-0.3088055627414171,0.022469636,0.0575195447544491,-0.0804489009058055,0.0181090074807102,41.431090166983886,0.0203835515752525,0.3250995103737364,Final Score=-0.309; ML Score=0.022; Momentum Score=0.058; 20D Return=-0.08; 60D Return=0.018; RSI=41.431; Volatility=0.02
2020-09-30,V,Finance,2,-0.4427016714643886,0.015208693,0.0528589020960465,-0.0627138715727086,0.0297116599543445,47.24078989499067,0.0166234207665266,0.6609413258365828,Final Score=-0.443; ML Score=0.015; Momentum Score=0.053; 20D Return=-0.063; 60D Return=0.03; RSI=47.241; Volatility=0.017
2020-09-30,GS,Finance,3,-0.6181152370832245,0.0065653757,0.0417606475449847,-0.0218534281438871,0.0080758457334593,51.15108642872486,0.0209068749274347,0.2815833333333333,Final Score=-0.618; ML Score=0.007; Momentum Score=0.042; 20D Return=-0.022; 60D Return=0.008; RSI=51.151; Volatility=0.021
2020-10-30,MS,Finance,1,0.0933887673151465,0.025895417,0.0707448292738036,0.0037523514820778,-0.0262891651567948,37.77148198645224,0.0192995741641564,0.3691838571612262,Final Score=0.093; ML Score=0.026; Momentum Score=0.071; 20D Return=0.004; 60D Return=-0.026; RSI=37.771; Volatility=0.019
2020-10-30,GS,Finance,2,-0.2524998802939335,0.030842163,-0.0215458394923727,-0.0543271682938383,-0.0744675971303167,15.089052870987077,0.016299316926019,0.0216687143974085,Final Score=-0.252; ML Score=0.031; Momentum Score=-0.022; 20D Return=-0.054; 60D Return=-0.074; RSI=15.089; Volatility=0.016
2020-10-30,JPM,Finance,3,-0.2659274951725264,0.016254928,0.038715101165381,0.0015323478068667,0.0082270986151047,39.22624004806297,0.0167017238590074,0.0693725015483361,Final Score=-0.266; ML Score=0.016; Momentum Score=0.039; 20D Return=0.002; 60D Return=0.008; RSI=39.226; Volatility=0.017
2020-11-30,MS,Finance,1,1.9089517729994856,0.056423996,0.2133477116735413,0.284112146867187,0.1721327361337381,70.47217031563062,0.0267610995516388,1.7968646421212937,Final Score=1.909; ML Score=0.056; Momentum Score=0.213; 20D Return=0.284; 60D Return=0.172; RSI=70.472; Volatility=0.027
2020-11-30,JPM,Finance,2,0.2366063504139185,0.019109596,0.1328113910209977,0.2023663418259762,0.1633276929172145,51.95999145507813,0.036996610134268,1.4085500367671635,Final Score=0.237; ML Score=0.019; Momentum Score=0.133; 20D Return=0.202; 60D Return=0.163; RSI=51.96; Volatility=0.037
2020-11-30,V,Finance,3,-0.3569333187893374,0.016112426,0.055509668054842,0.1576137710167326,0.0066519876770092,45.638361442038864,0.0201636154058234,1.1991801645364228,Final Score=-0.357; ML Score=0.016; Momentum Score=0.056; 20D Return=0.158; 60D Return=0.007; RSI=45.638; Volatility=0.02
2020-12-31,JPM,Finance,1,1.189727768866193,0.025846833,0.2050003129388303,0.0412159844441373,0.2963681294291567,67.4897313148391,0.0133336250898067,0.1597999459313328,Final Score=1.19; ML Score=0.026; Momentum Score=0.205; 20D Return=0.041; 60D Return=0.296; RSI=67.49; Volatility=0.013
2020-12-31,GS,Finance,2,1.0071886057805903,0.023010863,0.2114719902093342,0.1096570512429508,0.311402835832606,67.66697137713308,0.018802075245483,0.3042451324609001,Final Score=1.007; ML Score=0.023; Momentum Score=0.211; 20D Return=0.11; 60D Return=0.311; RSI=67.667; Volatility=0.019
2020-12-31,MS,Finance,3,0.4333412656275147,0.011180001,0.2730467038261153,0.0704467724572883,0.4354837949284664,65.06999421470366,0.0184502423544112,0.0026877649909144,Final Score=0.433; ML Score=0.011; Momentum Score=0.273; 20D Return=0.07; 60D Return=0.435; RSI=65.07; Volatility=0.018
2021-01-29,MS,Finance,1,2.162062836290394,0.11908897,0.2067834253677905,-0.0116449488322212,0.3578372134757228,19.494064513785133,0.0212252779598397,0.1721517129092098,Final Score=2.162; ML Score=0.119; Momentum Score=0.207; 20D Return=-0.012; 60D Return=0.358; RSI=19.494; Volatility=0.021
2021-01-29,GS,Finance,2,1.7878944425326389,0.09128589,0.233007602577768,0.0451724828262911,0.4257098726532893,33.67297359395782,0.0206995206117025,-0.0970439569163997,Final Score=1.788; ML Score=0.091; Momentum Score=0.233; 20D Return=0.045; 60D Return=0.426; RSI=33.673; Volatility=0.021
2021-01-29,JPM,Finance,3,1.0748054747138058,0.06334019,0.1877423936519617,0.0264039370012609,0.2834912535555642,33.408559528582515,0.0179528278546979,0.0760292984929296,Final Score=1.075; ML Score=0.063; Momentum Score=0.188; 20D Return=0.026; 60D Return=0.283; RSI=33.409; Volatility=0.018
2021-02-26,JPM,Finance,1,0.3947696535858711,0.012974832,0.2582386355260079,0.1311198023100805,0.248473036969621,69.74646923126355,0.013960030495628,0.0938618798854791,Final Score=0.395; ML Score=0.013; Momentum Score=0.258; 20D Return=0.131; 60D Return=0.248; RSI=69.746; Volatility=0.014
2021-02-26,MS,Finance,2,0.3445335061243882,0.012097534,0.2565123743086311,0.1089152204990782,0.2432476220302062,63.69093440950006,0.0189984123964123,1.603275486954585,Final Score=0.345; ML Score=0.012; Momentum Score=0.257; 20D Return=0.109; 60D Return=0.243; RSI=63.691; Volatility=0.019
2021-02-26,GS,Finance,3,0.0868137975807723,0.0023579313,0.3385577358726982,0.1616610564639578,0.3855495205538692,72.43524501295812,0.016647701896452,-0.1205937794533459,Final Score=0.087; ML Score=0.002; Momentum Score=0.339; 20D Return=0.162; 60D Return=0.386; RSI=72.435; Volatility=0.017
2021-03-31,MS,Finance,1,0.7094722010288891,0.015336419,0.2350983136730065,-0.053619230165619,0.1365432691502486,31.379067067604367,0.015098935209887,0.001865207659786,Final Score=0.709; ML Score=0.015; Momentum Score=0.235; 20D Return=-0.054; 60D Return=0.137; RSI=31.379; Volatility=0.015
2021-03-31,GS,Finance,2,0.5030089787335678,0.010299019,0.2771238380359565,-0.0222168849639762,0.2339622641509433,36.86041737813282,0.0152558002865847,-0.0341515474919957,Final Score=0.503; ML Score=0.01; Momentum Score=0.277; 20D Return=-0.022; 60D Return=0.234; RSI=36.86; Volatility=0.015
2021-03-31,V,Finance,3,0.33520845255396,0.021784713,0.0074341560095224,-0.0145218072485104,-0.0276910310957395,28.05841251797645,0.0185330471098382,1.3972353583121135,Final Score=0.335; ML Score=0.022; Momentum Score=0.007; 20D Return=-0.015; 60D Return=-0.028; RSI=28.058; Volatility=0.019
2021-04-30,GS,Finance,1,2.2910780416267205,0.041696362,0.3298965588153115,0.0635148230625102,0.207589765891933,62.73189377086302,0.0141865888139229,-0.1870066553165145,Final Score=2.291; ML Score=0.042; Momentum Score=0.33; 20D Return=0.064; 60D Return=0.208; RSI=62.732; Volatility=0.014
2021-04-30,BAC,Finance,2,0.1659059168541184,0.0015825059,0.3218697399820783,0.0263357066757778,0.2834071842056072,52.83472599742405,0.0152797683725562,-0.1091897738401724,Final Score=0.166; ML Score=0.002; Momentum Score=0.322; 20D Return=0.026; 60D Return=0.283; RSI=52.835; Volatility=0.015
2021-04-30,V,Finance,3,0.0813425618684365,0.013629163,0.1293077520023375,0.0770081937712816,0.1599125787179147,72.63197342878982,0.0091933516282223,0.3843808187386999,Final Score=0.081; ML Score=0.014; Momentum Score=0.129; 20D Return=0.077; 60D Return=0.16; RSI=72.632; Volatility=0.009
2021-05-28,MS,Finance,1,0.3258625101134487,0.007563256,0.200908787011264,0.1017564335063401,0.121316684303351,64.17721262269814,0.0145509711204607,-0.5657321813661524,Final Score=0.326; ML Score=0.008; Momentum Score=0.201; 20D Return=0.102; 60D Return=0.121; RSI=64.177; Volatility=0.015
2021-05-28,BAC,Finance,2,0.2677977450081292,0.0046023084,0.2140920031150901,0.0458919483437456,0.1613698462917381,53.15984761089017,0.0098332934196642,-0.2731426867316835,Final Score=0.268; ML Score=0.005; Momentum Score=0.214; 20D Return=0.046; 60D Return=0.161; RSI=53.16; Volatility=0.01
2021-05-28,JPM,Finance,3,-0.1180980158670996,0.0013077086,0.1621483599060725,0.0678109882330439,0.090860840571191,56.90129274363339,0.0116424451297582,-0.3448161706191309,Final Score=-0.118; ML Score=0.001; Momentum Score=0.162; 20D Return=0.068; 60D Return=0.091; RSI=56.901; Volatility=0.012
2021-06-30,JPM,Finance,1,0.3414913854765629,0.01727103,0.0482869626850684,-0.0633506228298539,0.0196669734629699,39.48051399020134,0.0123060617829696,-0.1375002581098102,Final Score=0.341; ML Score=0.017; Momentum Score=0.048; 20D Return=-0.063; 60D Return=0.02; RSI=39.481; Volatility=0.012
2021-06-30,V,Finance,2,0.140856973264584,0.014110251,0.0566429139664775,0.0181137490018934,0.0693803514804409,49.76183646756431,0.0085766926344347,-0.3446548492565789,Final Score=0.141; ML Score=0.014; Momentum Score=0.057; 20D Return=0.018; 60D Return=0.069; RSI=49.762; Volatility=0.009
2021-06-30,BAC,Finance,3,-0.2249457326514599,0.0068269456,0.0966698305204757,-0.0398229888020775,0.0388007298768464,47.0052144127999,0.0159189885274619,-0.2429879853373348,Final Score=-0.225; ML Score=0.007; Momentum Score=0.097; 20D Return=-0.04; 60D Return=0.039; RSI=47.005; Volatility=0.016
2021-07-30,V,Finance,1,0.1265155016874958,0.01866742,0.0972845165928664,0.0477993016581239,0.0749530656278361,61.88617294978008,0.0123442207687313,-0.2255546809333849,Final Score=0.127; ML Score=0.019; Momentum Score=0.097; 20D Return=0.048; 60D Return=0.075; RSI=61.886; Volatility=0.012
2021-07-30,MS,Finance,2,-0.1947789980936069,-0.004864562,0.1541454306154709,0.0430341975475998,0.1357235940216099,60.702471086393224,0.0183899781331989,-0.077127836560857,Final Score=-0.195; ML Score=-0.005; Momentum Score=0.154; 20D Return=0.043; 60D Return=0.136; RSI=60.702; Volatility=0.018
2021-07-30,GS,Finance,3,-0.210341579591252,0.0061196517,0.1018946978863969,-0.0002933020998607,0.0482635479036039,45.00000000000001,0.0171293570688146,0.1375134968378837,Final Score=-0.21; ML Score=0.006; Momentum Score=0.102; 20D Return=-0.0; 60D Return=0.048; RSI=45.0; Volatility=0.017
2021-08-31,JPM,Finance,1,-0.2413586863541683,0.0144286305,0.0138329103359315,0.0461769742087641,-0.0344682276206734,46.976494137832425,0.0120140503302433,0.5547268695827454,Final Score=-0.241; ML Score=0.014; Momentum Score=0.014; 20D Return=0.046; 60D Return=-0.034; RSI=46.976; Volatility=0.012
2021-08-31,GS,Finance,2,-0.2723634039553027,0.00905102,0.1118997216549483,0.0871543424406811,0.0653081354708111,49.66227761365992,0.0139123103171391,-0.0628410069876519,Final Score=-0.272; ML Score=0.009; Momentum Score=0.112; 20D Return=0.087; 60D Return=0.065; RSI=49.662; Volatility=0.014
2021-08-31,BAC,Finance,3,-0.3668585260865107,0.0110258255,0.0504338635987441,0.0830091005517605,-0.031771775645192,48.21428206502821,0.0132065001988324,0.218456558378441,Final Score=-0.367; ML Score=0.011; Momentum Score=0.05; 20D Return=0.083; 60D Return=-0.032; RSI=48.214; Volatility=0.013
2021-09-30,GS,Finance,1,0.1814734962990004,0.021313546,0.0346502911793355,-0.0861335506633032,0.028177400857301,35.36850593298131,0.0152142200503147,0.3635294117647059,Final Score=0.181; ML Score=0.021; Momentum Score=0.035; 20D Return=-0.086; 60D Return=0.028; RSI=35.369; Volatility=0.015
2021-09-30,JPM,Finance,2,-0.2064742888685612,0.012830247,0.0444059321919971,0.0248560054492945,0.0657595308570493,60.955362844254026,0.0147726798713724,0.6923017577246018,Final Score=-0.206; ML Score=0.013; Momentum Score=0.044; 20D Return=0.025; 60D Return=0.066; RSI=60.955; Volatility=0.015
2021-09-30,V,Finance,3,-0.3659265057290226,0.022059266,-0.0295979306942354,-0.0320267481034595,-0.071875,46.40956677803017,0.0124207750826121,0.1081660888895799,Final Score=-0.366; ML Score=0.022; Momentum Score=-0.03; 20D Return=-0.032; 60D Return=-0.072; RSI=46.41; Volatility=0.012
2021-10-29,BAC,Finance,1,0.3732074642625707,0.022519862,0.1421173918436729,0.1090992745699965,0.224500210629553,75.18893333499886,0.0148846432964955,-0.1465589525283798,Final Score=0.373; ML Score=0.023; Momentum Score=0.142; 20D Return=0.109; 60D Return=0.225; RSI=75.189; Volatility=0.015
2021-10-29,GS,Finance,2,-0.0796210900797833,0.015833177,0.0918364375216282,0.08776317395662,0.0755920354756731,74.68821747504533,0.0146508005097645,0.4270782861493736,Final Score=-0.08; ML Score=0.016; Momentum Score=0.092; 20D Return=0.088; 60D Return=0.076; RSI=74.688; Volatility=0.015
2021-10-29,MS,Finance,3,-0.2477219372846915,0.011385003,0.0977653865685384,0.0376577043171819,0.0505979439394315,70.97021619356414,0.0134390636574472,0.2092000600330181,Final Score=-0.248; ML Score=0.011; Momentum Score=0.098; 20D Return=0.038; 60D Return=0.051; RSI=70.97; Volatility=0.013
2021-11-30,GS,Finance,1,-0.2583837176841589,0.021833194,-0.0383994066985049,-0.0856971944481591,-0.0737157071410584,33.50486384257822,0.0151517093254743,0.5850731774987861,Final Score=-0.258; ML Score=0.022; Momentum Score=-0.038; 20D Return=-0.086; 60D Return=-0.074; RSI=33.505; Volatility=0.015
2021-11-30,MS,Finance,2,-0.2743690768547258,0.021174373,-0.0395994076192957,-0.0882692337036132,-0.0904556384189523,38.148331962532765,0.0168236395341521,0.4924674119506431,Final Score=-0.274; ML Score=0.021; Momentum Score=-0.04; 20D Return=-0.088; 60D Return=-0.09; RSI=38.148; Volatility=0.017
2021-11-30,JPM,Finance,3,-0.2968709052742788,0.017746119,-0.0226263744240935,-0.06460542416692,-0.0041382133010062,31.094217066766717,0.0118232716900672,0.5632827732064374,Final Score=-0.297; ML Score=0.018; Momentum Score=-0.023; 20D Return=-0.065; 60D Return=-0.004; RSI=31.094; Volatility=0.012
2021-12-31,BAC,Finance,1,-0.3740779812385518,0.013642801,0.0408043667732388,-0.0089106196618456,0.0056509943606464,49.763042886103904,0.0138327516158326,0.0168412138083697,Final Score=-0.374; ML Score=0.014; Momentum Score=0.041; 20D Return=-0.009; 60D Return=0.006; RSI=49.763; Volatility=0.014
2021-12-31,MS,Finance,2,-0.504866411717866,0.01249942,0.0125435975333055,-0.0070806892971927,-0.0094853161098401,49.19307654246672,0.0159999665720848,0.4375718813991978,Final Score=-0.505; ML Score=0.012; Momentum Score=0.013; 20D Return=-0.007; 60D Return=-0.009; RSI=49.193; Volatility=0.016
2021-12-31,JPM,Finance,3,-0.522863905152642,0.016151309,-0.015375718875656,-0.0177408379830155,-0.063128611402383,45.96818339329149,0.0113266657768589,-0.1644022912408969,Final Score=-0.523; ML Score=0.016; Momentum Score=-0.015; 20D Return=-0.018; 60D Return=-0.063; RSI=45.968; Volatility=0.011
2022-01-31,BAC,Finance,1,-0.0904451436792132,0.013494952,0.0387300373919323,0.0370869329946608,-0.0461029479321808,31.99999409337198,0.0191928116194738,-0.1225231790284887,Final Score=-0.09; ML Score=0.013; Momentum Score=0.039; 20D Return=0.037; 60D Return=-0.046; RSI=32.0; Volatility=0.019
2022-01-31,JPM,Finance,2,-0.1748085461434597,0.039364047,-0.0705441037391135,-0.0615724636829271,-0.128599031447619,22.04301810362665,0.022337252287034,-0.009300842955302,Final Score=-0.175; ML Score=0.039; Momentum Score=-0.071; 20D Return=-0.062; 60D Return=-0.129; RSI=22.043; Volatility=0.022
2022-01-31,V,Finance,3,-0.2594482120037675,0.006850328,0.0353584697312412,0.0436527671173423,0.0868332125681972,64.89717930222602,0.0281145053093598,-0.5314868705369475,Final Score=-0.259; ML Score=0.007; Momentum Score=0.035; 20D Return=0.044; 60D Return=0.087; RSI=64.897; Volatility=0.028
2022-02-28,BAC,Finance,1,0.3385943650344397,0.016646149,0.0138329234455846,-0.0364071987755045,0.0082116927257882,27.622056289488796,0.0186955499129732,0.0207877637321667,Final Score=0.339; ML Score=0.017; Momentum Score=0.014; 20D Return=-0.036; 60D Return=0.008; RSI=27.622; Volatility=0.019
2022-02-28,V,Finance,2,0.2822842915453967,0.014741517,0.0104081912914852,-0.052105284573739,0.1365165700207169,33.453232474127304,0.013706983595124,-0.0064038943239284,Final Score=0.282; ML Score=0.015; Momentum Score=0.01; 20D Return=-0.052; 60D Return=0.137; RSI=33.453; Volatility=0.014
2022-02-28,MS,Finance,3,0.0316341659194784,0.019312827,-0.0884732062314341,-0.1086444484914709,-0.0474491304965217,24.878232402763786,0.0209124907152303,0.8477267581863461,Final Score=0.032; ML Score=0.019; Momentum Score=-0.088; 20D Return=-0.109; 60D Return=-0.047; RSI=24.878; Volatility=0.021
2022-03-31,JPM,Finance,1,0.2307020556199638,0.037245788,-0.1335369811913874,-0.014245325457772,-0.1877494736522456,64.32706210091288,0.0218967334889618,0.9785543267586364,Final Score=0.231; ML Score=0.037; Momentum Score=-0.134; 20D Return=-0.014; 60D Return=-0.188; RSI=64.327; Volatility=0.022
2022-03-31,GS,Finance,2,0.168211718104425,0.03452803,-0.1175714999483692,-0.0099574326390527,-0.1898988976060688,52.6632335290407,0.0169409211491072,-0.0068674062334918,Final Score=0.168; ML Score=0.035; Momentum Score=-0.118; 20D Return=-0.01; 60D Return=-0.19; RSI=52.663; Volatility=0.017
2022-03-31,BAC,Finance,3,0.0720774295131535,0.029252391,-0.079370058879316,-0.0298893953305557,-0.1410710610748193,55.22914197496552,0.0278863356845446,0.8551683250550519,Final Score=0.072; ML Score=0.029; Momentum Score=-0.079; 20D Return=-0.03; 60D Return=-0.141; RSI=55.229; Volatility=0.028
2022-04-29,BAC,Finance,1,0.5056983109092138,0.047009967,-0.1902373660131798,-0.1344007945527383,-0.2390701478010128,28.52530963102149,0.017261176138223,0.1975697410520676,Final Score=0.506; ML Score=0.047; Momentum Score=-0.19; 20D Return=-0.134; 60D Return=-0.239; RSI=28.525; Volatility=0.017
2022-04-29,GS,Finance,2,0.2846729983391978,0.032656636,-0.1565251015802589,-0.0745532124026171,-0.1585688528379599,39.1095814245928,0.0195434863562121,0.438235294117647,Final Score=0.285; ML Score=0.033; Momentum Score=-0.157; 20D Return=-0.075; 60D Return=-0.159; RSI=39.11; Volatility=0.02
2022-04-29,V,Finance,3,0.2449422446144772,0.0143552935,-0.0383407568361494,-0.0389592786364091,-0.0946818174305513,46.80604731059748,0.0250620285615538,-0.262438536544712,Final Score=0.245; ML Score=0.014; Momentum Score=-0.038; 20D Return=-0.039; 60D Return=-0.095; RSI=46.806; Volatility=0.025
2022-05-31,V,Finance,1,0.0276126728060117,0.005432686,0.029832354616563,0.0030255727005237,0.0593140210746365,68.05905954633342,0.0247502599063898,0.95752674997958,Final Score=0.028; ML Score=0.005; Momentum Score=0.03; 20D Return=0.003; 60D Return=0.059; RSI=68.059; Volatility=0.025
2022-05-31,JPM,Finance,2,-0.3712243672838941,-0.0031558084,-0.0414179508813517,0.0977999093213657,-0.0161458204426456,75.28430929658575,0.0217605864434089,0.5222136735314642,Final Score=-0.371; ML Score=-0.003; Momentum Score=-0.041; 20D Return=0.098; 60D Return=-0.016; RSI=75.284; Volatility=0.022
2022-05-31,BAC,Finance,3,-0.4329936834861162,0.0033652082,-0.0748346522374873,0.0293304203429132,-0.091575089868956,58.737889247725995,0.024416526741342,0.6512904237460106,Final Score=-0.433; ML Score=0.003; Momentum Score=-0.075; 20D Return=0.029; 60D Return=-0.092; RSI=58.738; Volatility=0.024
2022-06-30,JPM,Finance,1,1.4015620384138814,0.06551781,-0.1916705626400227,-0.1331691368183963,-0.1714369981895134,27.158293914820888,0.0181031465937139,0.6247537051315,Final Score=1.402; ML Score=0.066; Momentum Score=-0.192; 20D Return=-0.133; 60D Return=-0.171; RSI=27.158; Volatility=0.018
2022-06-30,V,Finance,2,0.0915549607059406,0.023277259,-0.0892804905924943,-0.0621159135954049,-0.1354615147071366,41.43759115171556,0.022412458799429,0.6290986449613838,Final Score=0.092; ML Score=0.023; Momentum Score=-0.089; 20D Return=-0.062; 60D Return=-0.135; RSI=41.438; Volatility=0.022
2022-06-30,BAC,Finance,3,-0.1146585122405767,0.029296475,-0.2295521346003698,-0.1510771552988613,-0.2375704686574471,26.1971519210926,0.0176121567273211,0.3175731229569527,Final Score=-0.115; ML Score=0.029; Momentum Score=-0.23; 20D Return=-0.151; 60D Return=-0.238; RSI=26.197; Volatility=0.018
