Date,Strategy_Return,SPY_Return
2020-02-04,0.015774014841449857,0.01524133801333849
2020-02-05,0.013003173814221147,0.011548113316306008
2020-02-06,0.004904316688567912,0.003364768876424673
2020-02-07,0.0019174767391330505,-0.005329940686337076
2020-02-10,0.014344831727712514,0.007465572489395056
2020-02-11,0.0009329367534473332,0.0017331527475310526
2020-02-12,0.0075129986963371476,0.006442508283224901
2020-02-13,-0.005394791719943892,-0.0010666800735690263
2020-02-14,0.007152494509774854,0.0016021249382025537
2020-02-18,-0.002487589612268837,-0.0025772428516501744
2020-02-19,0.013795003798457429,0.004781235564411235
2020-02-20,-0.011219613659578442,-0.004108254033489467
2020-02-21,-0.01554218936213837,-0.010298038467919435
2020-02-24,-0.04035988113575918,-0.03316545274935123
2020-02-25,-0.03437664687590688,-0.03030222683097139
2020-02-26,-0.0021124831640580433,-0.0036779721988666747
2020-02-27,-0.046110274646219765,-0.04491201333267436
2020-02-28,-0.0005635746325915791,-0.004201313283614283
2020-03-02,0.053015411535800604,0.04330618442553602
2020-03-03,-0.03184807669860277,-0.0286321528523249
2020-03-04,0.05548868420094379,0.042033075323505864
2020-03-05,-0.027064233658402437,-0.03324166012544205
2020-03-06,-0.01176558418294944,-0.016531100922212105
2020-03-09,-0.054922450071160464,-0.07809445032704565
2020-03-10,0.04719393072533962,0.05174471760065891
2020-03-11,-0.045099445516715075,-0.048748308857966105
2020-03-12,-0.08203772449194818,-0.09567721290963349
2020-03-13,0.09298593737219066,0.08548633325964361
2020-03-16,-0.1234816555528866,-0.10942386593749542
2020-03-17,0.05868800104256692,0.05399204673164726
2020-03-18,-0.039915811156312264,-0.05063286206541484
2020-03-19,-0.0015084916754636967,0.002125032767734014
2020-03-20,-0.039506183819878825,-0.043094209626045155
2020-03-23,-0.03661657001066685,-0.025568184085353662
2020-03-24,0.09022629691693262,0.09060327806702406
2020-03-25,0.00569905376797789,0.014969976487190895
2020-03-26,0.0643432410951146,0.05838969632289137
2020-03-27,-0.033319483417643625,-0.029785627167381756
2020-03-30,0.04888702041759083,0.032475982980676665
2020-03-31,-0.004861127059930292,-0.014905388287493326
2020-04-01,-0.04377183019797319,-0.04500493954690121
2020-04-02,0.0276915116036758,0.023075255337291933
2020-04-03,-0.017175861663371504,-0.014454130406926446
2020-04-06,0.06975217188542766,0.06716631182670785
2020-04-07,-0.013438387840163024,0.0010194240197882731
2020-04-08,0.03568163654530023,0.03356860471559098
2020-04-09,0.000544556372153604,0.015217429756203327
2020-04-13,-0.001226006291854187,-0.00913034292157966
2020-04-14,0.03904997419726097,0.02949273663598051
2020-04-15,-0.0059893154411780666,-0.021248355509053463
2020-04-16,0.014848688258156672,0.0048247783269719235
2020-04-17,0.009116027392208547,0.02701520607486474
2020-04-20,-0.015555146826301458,-0.01761807997025744
2020-04-21,-0.03465871528945761,-0.030362938133822515
2020-04-22,0.028242521034199795,0.02219454317298397
2020-04-23,0.006227938274979072,-7.172620715023559e-05
2020-04-24,0.013790551425790176,0.013938722154138938
2020-04-27,0.01211894746831208,0.014418070426137408
2020-04-28,-0.01979075403538457,-0.004598081081528038
2020-04-29,0.02550588359684567,0.02617839918686382
2020-04-30,-0.0017706126484872352,-0.009310477769153835
2020-05-01,-0.017914183825725627,-0.026473541259155242
2020-05-04,0.007544605728133813,0.0027582383808253397
2020-05-05,0.01716395510738509,0.00923900438945191
2020-05-06,0.00031591453126288415,-0.006778702327896569
2020-05-07,-0.0019334505811544945,0.01206667575322995
2020-05-08,0.009717307490377903,0.016546362670244452
2020-05-11,0.017606846340547676,0.00020524952916356476
2020-05-12,-0.011755794231790018,-0.0199316777362899
2020-05-13,-0.012399274442037367,-0.017686069743235278
2020-05-14,0.016942379311382115,0.011967788335880414
2020-05-15,0.011872649966586213,0.004596807724519536
2020-05-18,0.010807574071346937,0.030459777246165443
2020-05-19,-0.0061934128594900665,-0.01027121272874576
2020-05-20,0.01122249544991798,0.016987745027251755
2020-05-21,-0.004121833524990004,-0.006903930943919612
2020-05-22,0.004411396690449565,0.0018996235878916412
2020-05-26,-0.00426234405699305,0.012320152949284235
2020-05-27,-0.00043799694322148585,0.014879010496183787
2020-05-28,0.0031567893797798006,-0.0018446128336491174
2020-05-29,0.012998003049843753,0.004455523930319671
2020-06-01,0.005270493610026383,0.004041613521034382
2020-06-02,0.007003171040401579,0.008280271247904647
2020-06-03,0.007613646696101683,0.013308127582936535
2020-06-04,-0.006840475779865962,-0.0026266056574697494
2020-06-05,0.02477157548537847,0.025629586727019094
2020-06-08,0.0029488447662761263,0.012087766543605438
2020-06-09,0.00538815311043247,-0.007457163527056165
2020-06-10,0.004576030388970265,-0.005579680875163917
2020-06-11,-0.060847220781622614,-0.05764909420757425
2020-06-12,0.015712292324823518,0.011976078324139827
2020-06-15,0.009975010266108897,0.009335147521762233
2020-06-16,0.01471313169074051,0.019247762996267515
2020-06-17,-0.0018159518673936171,-0.004153863306094574
2020-06-18,-0.0024863170203162422,0.00038507715763835826
2020-06-19,-0.003048982792549104,-0.0057148369817994205
2020-06-22,0.011692149145338416,0.006415087954452003
2020-06-23,0.008924567853478227,0.0046037403687930745
2020-06-24,-0.026491864652374197,-0.025508641180233993
2020-06-25,0.018383908792207814,0.010720414973146353
2020-06-26,-0.04341463731402032,-0.023751417545244458
2020-06-29,0.014239164620384836,0.014697521610163022
2020-06-30,0.018189627312150947,0.012809826287751624
2020-07-01,0.006361837375554314,0.007004563304650713
2020-07-02,0.002200176266655407,0.0055071285471759435
2020-07-06,0.018989110369490268,0.01543696317537635
2020-07-07,-0.010609538474710401,-0.010313684893104802
2020-07-08,0.012469604835083248,0.007648964835808458
2020-07-09,-0.0034452063386851027,-0.00569320285312469
2020-07-10,0.011185636127627352,0.010210661323707182
2020-07-13,-0.00755840389357818,-0.008658940828125239
2020-07-14,0.012998270991668193,0.01295913357033851
2020-07-15,0.004368427613112069,0.00918715390379421
2020-07-16,-0.007513019889966499,-0.0032934065936323087
2020-07-17,-0.002755666314573968,0.0028988389291790817
2020-07-20,0.014061327197255257,0.008081657805253828
2020-07-21,-0.003340777840586562,0.0021274837162141846
2020-07-22,0.0034507684852135624,0.005692094405984172
2020-07-23,-0.018326572795328955,-0.01193175463494145
2020-07-24,-0.005890679471265758,-0.006440339153532593
2020-07-27,0.006438463588693477,0.007292346733915878
2020-07-28,-0.006409580264689829,-0.0063422021970021
2020-07-29,0.01772881713066472,0.012298748523299041
2020-07-30,-0.004074411774238185,-0.003568122656313122
2020-07-31,0.011821723246429616,0.007902323478181428
2020-08-03,0.011461993375032653,0.006951983171738618
2020-08-04,-0.0013966539590231975,0.003862959340910299
2020-08-05,0.00622206751352683,0.006210567448202475
2020-08-06,0.014461341362229273,0.00668468796810906
2020-08-07,-0.0019016301631125554,0.0007178515270287456
2020-08-10,-0.0015727265443275852,0.0029888859755906605
2020-08-11,-0.010537359088947328,-0.008254485137533685
2020-08-12,0.02115770127818063,0.013942133264181145
2020-08-13,6.98212364636741e-05,-0.0018077195649522926
2020-08-14,0.0006137166507919178,2.97334586782938e-05
2020-08-17,0.007730273770548424,0.003176773501466057
2020-08-18,0.00039075162213936254,0.002160376718991719
2020-08-19,-0.0013470968618008229,-0.004163859282639071
2020-08-20,0.009044306171817229,0.0031135069608922983
2020-08-21,0.008361436766549523,0.003547346993851841
2020-08-24,0.005822098486160698,0.010133375342746387
2020-08-25,0.006264695136892884,0.0034991548263478833
2020-08-26,0.0122254409269835,0.010025747534312845
2020-08-27,-0.00031356610294044354,0.002186492229117931
2020-08-28,0.00928867792071365,0.006459100068178847
2020-08-31,-0.000552641568540213,-0.0036222954642864957
2020-09-01,0.0016527857505729826,0.009418804528414482
2020-09-02,0.01523609240477256,0.014463725057423549
2020-09-03,-0.03726613702100774,-0.03441414008033861
2020-09-04,-0.0007715005018903431,-0.008165064822600931
2020-09-08,-0.03720813279708248,-0.02732261579718953
2020-09-09,0.020778929613486853,0.019747404553566605
2020-09-10,-0.02035851801534999,-0.017363750043165926
2020-09-11,0.0012417205960740252,0.0005092265636492677
2020-09-14,0.01576907996750517,0.013171312049446549
2020-09-15,-0.000829183167281522,0.005052316648562538
2020-09-16,-0.010689590018917205,-0.00396896806635938
2020-09-17,-0.012271227077797587,-0.00879497051189937
2020-09-18,-0.006877706752949697,-0.011512815692789502
2020-09-21,-0.006937965561240789,-0.011129261949858082
2020-09-22,0.0025945999397804396,0.010184220740678818
2020-09-23,-0.023315604915626842,-0.02319090942344859
2020-09-24,0.007546491526314536,0.0026652220863647713
2020-09-25,0.015710628802272975,0.01616701245182761
2020-09-28,0.015905668267540408,0.016609127043142324
2020-09-29,-0.0028005096573019304,-0.005445890806352827
2020-09-30,0.013278753754986439,0.007582119320616476
2020-10-01,0.004247234366931407,0.00642001508787593
2020-10-02,-0.015833733967341668,-0.00949460099145194
2020-10-05,0.020678279553304302,0.017733230379931575
2020-10-06,-0.017060137277302333,-0.014216109672419486
2020-10-07,0.013623389338649806,0.017406588550249458
2020-10-08,0.005288415405769198,0.008862872845304182
2020-10-09,0.009038567996448987,0.008929997613585483
2020-10-12,0.025399234453776554,0.016087690465602877
2020-10-13,-0.003034030420259126,-0.006526180291989259
2020-10-14,-0.009314087331246623,-0.006283493331563084
2020-10-15,-0.005153908970933907,-0.0012358424786718114
2020-10-16,0.006017039381564915,-0.0006043330461511509
2020-10-19,-0.019181400132386728,-0.015203346573376852
2020-10-20,0.006602306544226366,0.0040058032407972455
2020-10-21,0.000417735375183792,-0.0018929477820037732
2020-10-22,0.005062371233539875,0.005485301495627093
2020-10-23,0.009500108616917613,0.003395316658345804
2020-10-26,-0.02076045909189378,-0.01848009105800663
2020-10-27,-0.0005688540889405402,-0.0034472473092933553
2020-10-28,-0.045167902862021145,-0.03417891193867906
2020-10-29,0.017531343283167654,0.010163349296512303
2020-10-30,-0.008076390652430066,-0.01042484867452842
2020-11-02,0.00830623744681247,0.01120824231064077
2020-11-03,0.022543626256738537,0.017655931079974208
2020-11-04,0.03031148568460885,0.022349591928388257
2020-11-05,0.023193049199988124,0.019502633166445627
2020-11-06,0.00123186102706635,-0.00022860004654723376
2020-11-09,0.022871665678918695,0.012565723438253906
2020-11-10,-0.011437720872832546,-0.0014664962161166084
2020-11-11,0.011991044682492003,0.00742851978046688
2020-11-12,-0.007220176954144386,-0.009700958493466083
2020-11-13,0.008530255805148202,0.013844780271120571
2020-11-16,0.012338659595961277,0.012482279805321461
2020-11-17,-0.005555600475017764,-0.005378094186110349
2020-11-18,-0.008550795824621916,-0.012034820268277291
2020-11-19,0.0024261420805378074,0.004210167013240174
2020-11-20,-0.012229393383209452,-0.006847907730974101
2020-11-23,0.006300211317588134,0.005994564394616653
2020-11-24,0.02149151219660065,0.016113403792731518
2020-11-25,0.0012279130200548495,-0.0015415658095785378
2020-11-27,0.0031181041963538212,0.0027849668616266587
2020-11-30,-0.007286370059870095,-0.004427059924000165
2020-12-01,0.016914527966419103,0.010937281914726649
2020-12-02,0.012349358201326743,0.0021038874832590704
2020-12-03,-0.006616192205102889,-0.0002729464148115701
2020-12-04,0.00798827828357992,0.00861780121633915
2020-12-07,0.002122712380338698,-0.0020548625605376625
2020-12-08,0.0020790223869267322,0.0029259913463655085
2020-12-09,-0.01232047882536903,-0.008968834797648872
2020-12-10,-0.003572585279380236,-0.0003270155496611915
2020-12-11,-0.007520710375155659,-0.0011724882775858703
