Date,Strategy,SPY_Benchmark
2020-02-04,1.0157740148414498,1.0152413380133385
2020-02-05,1.0289823009124024,1.0269654600281146
2020-02-06,1.034028755983008,1.0304209614451805
2020-02-07,1.0360114820702,1.0249288788387192
2020-02-10,1.0508728924484751,1.032580559680164
2020-02-11,1.051853290393042,1.0343701795142208
2020-02-12,1.0597558627925028,1.041034117963662
2020-02-13,1.0540387006387477,1.0399236676141246
2020-02-14,1.0615777066581567,1.0415897552558362
2020-02-18,1.0589369369824577,1.0389053255047511
2020-02-19,1.0735449760504574,1.0438725765951107
2020-02-20,1.0615002161729898,1.0395840828718648
2020-02-21,1.0450021788052783,1.0288784059958136
2020-02-24,1.002826015082088,0.9947551878369316
2020-02-25,0.9683522192836381,0.9646118904938114
2020-02-26,0.9663065915235233,0.9610640747778789
2020-02-27,0.9217499291959211,0.9179007522379005
2020-02-28,0.9212304543182332,0.9140443636144838
2020-03-02,0.970069865973227,0.9536281373982943
2020-03-03,0.9391750064787083,0.9263237108040284
2020-03-04,0.9912885918226249,0.9652599451142037
2020-03-05,0.9644601257506287,0.9331731020860144
2020-03-06,0.9531126889500116,0.9177467233575368
2020-03-09,0.9007654048789651,0.8460757974574827
2020-03-10,0.9432760649966053,0.8898557506656725
2020-03-11,0.9007348374960695,0.846476787693185
2020-03-12,0.8268406010572673,0.7654882478540015
2020-03-13,0.9037251494039629,0.8309270313163893
2020-03-16,0.7921316717907817,0.7400037832377837
2020-03-17,0.8386202961706894,0.7799581020839539
2020-03-18,0.8051460867968896,0.7404665910843343
2020-03-19,0.8039315306274243,0.7420401068538008
2020-03-20,0.7721712637998608,0.7100624749381103
2020-03-23,0.7438970006587081,0.6919074668667908
2020-03-24,0.8110160723157565,0.7545965514839729
2020-03-25,0.8156380965185782,0.7658928441170033
2020-03-26,0.8681188952092335,0.8106130947008707
2020-03-27,0.8391936220757663,0.7864684752851131
2020-03-30,0.8802192978124963,0.8120098121033111
2020-03-31,0.8759404399652272,0.7999064905606568
2020-04-01,0.8375989237635314,0.7639067473098005
2020-04-02,0.8607933040801555,0.7815340905578543
2020-04-03,0.8460084373685183,0.7702376948954723
2020-04-06,0.9050193633083693,0.8219717200915063
2020-04-07,0.892857362101374,0.8228096578065542
2020-04-08,0.9247159739826708,0.8504302299656331
2020-04-09,0.9252195339587352,0.863371592252687
2020-04-13,0.9240852089887555,0.8554887135466698
2020-04-14,0.9601707125558369,0.8807194168703555
2020-04-15,0.9544199472809592,0.8620055775969679
2020-04-16,0.9685918315455005,0.8661645634254868
2020-04-17,0.9774215412137388,0.8895641776011716
2020-04-20,0.9622176056289693,0.8738917647815179
2020-04-21,0.9288683795889712,0.8473578431917996
2020-04-22,0.9551019643375158,0.8661645634254866
2020-04-23,0.9610502804177211,0.8661024367265842
2020-04-24,0.9743036937325917,0.8781747979491387
2020-04-27,0.9861112290151195,0.8908363840324284
2020-04-28,0.9665953442301505,0.8867402461082721
2020-04-29,0.9912492125653376,0.9099536862459523
2020-04-30,0.9894940941717664,0.9014815826791998
2020-05-01,0.9717681150743035,0.8776161728057734
2020-05-04,0.979099722361711,0.8800368474172393
2020-05-05,0.9959049460419804,0.8881675117134066
2020-05-06,0.9962195668861916,0.8821468885341928
2020-05-07,0.994293425585638,0.8927914690048555
2020-05-08,1.0039552805377148,0.9075639204399102
2020-05-11,1.0216317668949237,0.9077501975072663
2020-05-12,1.009621674062647,0.889657213105498
2020-05-13,0.997103097843315,0.8739226735869418
2020-05-14,1.0139963967395305,0.884381595166357
2020-05-15,1.0260352210253987,0.8884469273144405
2020-05-18,1.0371241726764415,0.9155088228154785
2020-05-19,1.0307008344884994,0.9061054369412971
2020-05-20,1.0422678699137733,0.9214981250718624
2020-05-21,1.0379718152655428,0.9151361656514149
2020-05-22,1.042550720696185,0.916874579897819
2020-05-26,1.0381070108277117,0.9281706149574708
2020-05-27,1.0376523231302324,0.9419808752796723
2020-05-28,1.0409279729637937,0.9402432852680794
2020-05-29,1.0544579579310447,0.9444325617259137
2020-06-01,1.0600154718603616,0.9482495931370903
2020-06-02,1.0674389415152716,0.9561013569789807
2020-06-03,1.0755660444856296,0.9688252758198758
2020-06-04,1.0682086610086796,0.9662805538693076
2020-06-05,1.0946698724889914,0.991045925127333
2020-06-08,1.0978978840132807,1.0030254569042638
2020-06-09,1.1038135259119641,0.9955457320503285
2020-06-10,1.108864610150294,0.9899909045688562
2020-06-11,1.0413932803995511,0.9329188256467246
2020-06-12,1.057755956046296,0.9440915345727343
2020-06-15,1.0683070825668957,0.9529047683220176
2020-06-16,1.0840252253588532,0.971246053460693
2020-06-17,1.082056687726561,0.9672116301180335
2020-06-18,1.0793663517669194,0.9675840812233941
2020-06-19,1.0760753823335256,0.9620544959330183
2020-06-22,1.0886570161953961,0.9682261601414046
2020-06-23,1.098372809605597,0.9726836220009691
2020-06-24,1.0692748657956774,0.9478717845054561
2020-06-25,1.0889323174022654,0.9580333633766913
2020-06-26,1.0416567157827303,0.9352787129408566
2020-06-29,1.05648903723669,0.9490249920358304
2020-06-30,1.0757061790833984,0.9611818373265442
2020-07-01,1.0825496468586058,0.9679144963533785
2020-07-02,1.0849314468991003,0.9732449259074716
2020-07-06,1.1055333298875982,0.9882688719893271
2020-07-07,1.0938041314890812,0.9780761782539651
2020-07-08,1.1074434367757313,0.9855574485481716
2020-07-09,1.1036280656276165,0.9799464700701789
2020-07-10,1.1159728475899642,0.9899523715914278
2020-07-13,1.1075378740736126,0.9813804325831553
2020-07-14,1.1219339514943576,0.994098272692317
2020-07-15,1.1268350387481534,1.0032312065190372
2020-07-16,1.1183691046893274,0.9999271582485497
2020-07-17,1.1152872526202746,1.002825786021224
2020-07-20,1.130969671598296,1.010930280862132
2020-07-21,1.127191353181045,1.013081018572894
2020-07-22,1.1310810295794074,1.0188475713715215
2020-07-23,1.1103521907534046,1.0066909321395106
2020-07-24,1.1038114618974586,1.0002075011137463
2020-07-27,1.1109183118036678,1.0075013610177312
2020-07-28,1.1037977917166484,1.001111583672402
2020-07-29,1.1233668209152243,1.0134240032837505
2020-07-30,1.118789761913299,1.0098079821371821
2020-07-31,1.1320157848495769,1.0177878114628798
2020-08-03,1.144990942275955,1.0248634552005704
2020-08-04,1.1433917861433796,1.028822461057995
2020-08-05,1.1505060470311759,1.0352120323446214
2020-08-06,1.1671439077166026,1.0421321017616774
2020-08-07,1.1649244316569958,1.0428801978822926
2020-08-10,1.163092324081193,1.0459972478799642
2020-08-11,1.1508364026087512,1.0373630791434378
2020-08-12,1.1751854554352033,1.051826133436197
2020-08-13,1.1752675083367758,1.0499247267558562
2020-08-14,1.175988789575777,1.0499559446493345
2020-08-17,1.1850795048702938,1.0532914168720033
2020-08-18,1.1855425766091858,1.0555669231273275
2020-08-19,1.1839455359247044,1.051171690996017
2020-08-20,1.1946535018423639,1.054444521373026
2020-08-21,1.2046425215559555,1.058185001976102
2020-08-24,1.2116560689570715,1.0689079877831908
